URL,VISITED,N/A,PROOF,CONTESTED,REJECTED,NOTES ON WHY N/A,NOTES ON WHY PROOF,ADDITIONAL NOTES,"TRANSLATION OF ""NOTES ON WHY N/A"" (COL G)","TRANSLATION OF ""NOTES ON WHY PROOF"" (COL K)","TRANSLATION OF ""ADDITIONAL NOTES"" (COL I)"
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-2779-2015_2018-02-22.html,YES,NO,YES,YES,NO,,"Les messages WhatsApp, par leur contenu, sont un indice fort","""Il n'était pas l'auteur des messages que B______ avait reçus"" the defendant tries to claim he's not the owner of the phone number but that's not taken seriously: Pour le surplus, outre le fait qu'il est constant que les données relatives au trafic et à la facturation ne peuvent être obtenues des opérateurs de téléphonie que pour les six mois précédant la demande, les mesures requises, qui relèvent manifestement de la fishing expedition, n'apparaissent pas utiles pour trancher de la cause, le dossier établissant, comme déjà dit, que l'appelant utilisait le raccordement duquel ont été expédiés les messages WhatsApp litigieux.",,"WhatsApp messages, by their content, are a strong indicator","""He was not the author of the messages that B______ had received"" the defendant tries to claim he's not the owner of the phone number taken but that's not seriously: For the rest, apart from the fact that it is common ground that the data relating to traffic and billing can only be obtained from telephone operators for the six months preceding the request, the required measures, which clearly fall within the scope of fishing expedition, do not appear useful in deciding the cause, the file establishing , as already stated, that the caller used the connection from which the disputed WhatsApp messages were sent."
https://entscheidsuche.ch/docs/GE_Gerichte/GE_TAPI_001_A-2961-2022_2023-03-16.html,YES,YES,,,,tribunal administratif,,,administrative court,,
https://entscheidsuche.ch/docs/FR_Gerichte/FR_TC_005_502-2019-75_2019-06-24.pdf,YES,YES,,,,"Le fait qu'il ait encore affirmé, pour justifier son souhait de rembourser, que son employeur lui avait écrit, par message et ""WhatsApp"", que l'argent devait, pour des questions comptables, d'abord entrer dans l'entreprise, avant de pouvoir ressortir (DO/3009), n'est pas pertinent",,,"The fact that he further stated, to justify his wish to reimburse, that his employer had written to him, by message and ""WhatsApp"", that the money had to, for accounting reasons, first enter the company, before being able to exit (DO/3009), is not relevant",,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_013_A-4085-2019_2021-05-25.html,YES,YES,,,,chambre administrative,,,administrative chamber,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_TP_001_P-23938-2016_2018-03-19.html,YES,NO,YES,NO,,,"Des messages écrits et vocaux ainsi que quelques photographies échangés entre A______ et H______ sur WhatsApp, le 27 novembre 2016 entre 00h50 et 02h10, ont été versés à la procédure.",,,"Written and voice messages as well as some photographs exchanged between A______ and H______ on WhatsApp, on November 27, 2016 between 12:50 a.m. and 2:10 a.m., were added to the proceedings.",
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_011_P-26859-2022_2023-09-25.html,YES,NO,YES,NO,,,WA messages important and lead to the dismissal of the case,,,,
https://entscheidsuche.ch/docs/FR_Gerichte/FR_TC_005_502-2017-156_2017-06-12.pdf,YES,NO,YES,NO,,,WA messages part of the evidence in the underlying case,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_013_A-888-2021_2021-06-01.html,YES,YES,,,,Chambre administrative,,,Administrative Chamber,,
https://entscheidsuche.ch/docs/CH_BGE/CH_BGE_006_BGE-149-IV-57_2022-10-31.html,YES,YES,,,,WA not important,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_011_P-4535-2023_2023-10-23.html,YES,NO,YES,NO,,,"B______ a produit un échange de courriels de septembre 2022 avec A______ au sujet de D______, ainsi qu'un extrait d'une conversation WhatsApp, duquel il ressort que A______ avait été averti le 19 janvier 2023 de l'envoi prochain d'un document à signer.",,,"B______ produced an email exchange from September 2022 with A______ concerning D______, as well as an extract from a WhatsApp conversation, from which it appears that A______ had been informed on January 19, 2023 of the upcoming sending of a document to sign.",
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_011_P-13713-2023_2023-12-12.html,YES,YES,,,,WA message not evidence or at least not important + appeal is rejected,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_011_P-23766-2023_2024-01-17.html,YES,YES,,,,"appeal rejected, WA messages produced not enough",,,,,
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2017---120_nodate.html,YES,YES,,,,WA geolocalisation sent by the victim was used to find them - not messages. Cannot really be contested anyway,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-7681-2017_2022-09-19.html,YES,NO,YES,NO,,,evidence for the underlying case at least,,,,
https://entscheidsuche.ch/docs/FR_Gerichte/FR_TC_005_502-2016-302_2016-12-12.pdf,YES,YES,,,,WA messages might have been used in the underlying case but not precise enough to be 100% sure,,,,,
https://entscheidsuche.ch/docs/CH_BVGer/CH_BVGE_001_A-5738-2022_2023-11-10.pdf,YES,YES,,,,Tribunal administratif fédéral,,,Federal Administrative Court,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_011_P-6109-2023_2023-08-25.html,YES,YES,,,,WA messages not used as evidence in this appeal,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_TP_001_P-1214-2017_2020-03-10.html,YES,YES,,,,WA messages used as proof by the appellant but case rejected anyway,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_011_P-457-2019_2023-02-28.html,YES,YES,,,,Appeal rejected -> WA not relevant,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_011_P-12446-2022_2023-06-09.html,YES,YES,,,,Same case as above,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_011_P-23884-2020_2021-10-19.html,YES,YES,,,,WA message not retained as enough evidence as case is dismissed,,,,,
https://entscheidsuche.ch/docs/NE_Omni/NE_TC_008_ARMP-2021-33_2021-03-30.html,YES,NO,YES,NO,,,"Appeal rejected: ""D’ailleurs, il ressort des échanges WhatsApp que la recourante se doutait dès le départ qu’elle pouvait participer ...""",,,"Appeal rejected: ""Moreover, it appears from the WhatsApp exchanges that the Appellant suspected from the start that she could participate...""",
https://entscheidsuche.ch/docs/BE_ZivilStraf/BE_OG_008_BK-2021-371_2021-09-28.pdf,YES,YES,,,,WA message not retained as enough evidence as case is dismissed,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_011_P-21428-2019_2021-11-18.html,YES,NO,YES,NO,,,"L'analyse des accusations de C______ montrait qu'elles avaient été crescendo, tout en étant en complète contradiction avec les messages échangés",,,"The analysis of C______'s accusations showed that they had been crescendoing, while being in complete contradiction with the messages exchanged",
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_013_A-2940-2022_2023-04-26.html,YES,YES,,,,Chambre administrative,,,Administrative Chamber,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_011_P-7411-2022_2023-03-27.html,YES,YES,,,,WA mentioned but not used as evidence,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_011_P-24107-2022_2023-12-01.html,YES,NO,YES,NO,,,"les messages WhatsApp versés à la procédure, antérieurs au 10 avril 2023, paraissent établir,",,,"the WhatsApp messages submitted to the procedure, prior to April 10, 2023, appear to establish,",
https://entscheidsuche.ch/docs/CH_BVGer/CH_BVGE_001_F-2572-2019_2020-08-17.pdf,YES,YES,,,,Tribunal administratif fédéral,,,Federal Administrative Court,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-3388-2020_2022-06-20.html,YES,NO,YES,NO,,,les messages Whatsapp qui ont suivi ne peuvent en effet être interprétés que comme la crainte des conséquences d'une arrestation,,,the Whatsapp messages that followed can in fact only be interpreted as fear of the consequences of an arrest,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_011_P-3130-2020_2021-09-23.html,YES,YES,,,,"WA there because ""interdiction de prendre contact par WA""",,,"WA there because ""prohibition of contact by WA""",,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-4741-2021_2023-08-29.html,YES,YES,,,,WA mentioned but not as evidence,,,,,
https://entscheidsuche.ch/docs/FR_Gerichte/FR_TC_005_502-2016-218_2016-10-31.pdf,YES,YES,,,,appeal rejected -> WA not relevant,,,,,
https://entscheidsuche.ch/docs/FR_Gerichte/FR_TC_005_502-2021-198_2021-09-30.pdf,YES,NO,YES,NO,,,"WA messages ued as proof in the underlying case, appeal rejected due to the severity of the underlying case which is itself based in part on WA messages",,,,
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2021---324_nodate.html,YES,NO,YES,NO,,,la lecture des messages échangés entre les prévenus démontre sans contestation possible,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_013_A-1465-2021_2021-07-06.html,YES,YES,,,,chambre administrative,,,administrative chamber,,
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2019---76_nodate.html,YES,NO,YES,NO,,,Le message WhatsApp écrit par T.________ qui incrimine l’appelant est plus spontané et convaincant.,,,The WhatsApp message written by T.________ which incriminates the caller is more spontaneous and convincing.,
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2020---147_nodate.html,YES,YES,,,,"WA messages not retained, case dismissed",,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-22161-2019_2023-02-27.html,YES,NO,YES,NO,,,Drug case: WA messages used extensively to understand sequence of events,,,,
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2023---365_nodate.html,YES,YES,,,,Image received by WA but irrelevant -> case dimissed,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_011_P-6838-2023_2023-12-05.html,YES,YES,,,,WhatsApp mais n'a jamais produit le message en question,,,WhatsApp but never produced the message in question,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-1097-2022_2023-07-06.html,YES,YES,,,,photo de profil WA. WA messages might have been used in underlying case but not clear,,,WA profile picture. WA messages might have been used in underlying case but not clear,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_011_P-18054-2021_2022-02-15.html,YES,YES,,,,WA mentioned but not evidence,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-24493-2020_2021-12-10.html,YES,YES,,,,WA messages used as proofs in the underlying case. The part where these are used are not appealed in the case.,,,,,
https://entscheidsuche.ch/docs/JU_Gerichte/JU_TC_004_CPR-2020-60_2020-11-23.pdf,YES,YES,,,,not about WA messages,,,,,
https://entscheidsuche.ch/docs/FR_Gerichte/FR_TC_005_502-2020-35_2020-04-14.pdf,YES,YES,,,,appeal rejected -> messages not relevant,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-21128-2014_2016-05-13.html,YES,NO,YES,NO,,,"WA messaged used to understand the relationship, not so important though",,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_TP_001_P-11449-2016_2017-01-24.html,YES,NO,YES,NO,,,WA messaged used to understand some events,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-4768-2020_2021-11-08.html,YES,YES,,,,only WA calls mentionned,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-8000-2018_2021-06-25.html,YES,NO,YES,NO,,,WA image sent on a group used as part of the case,,,,
https://entscheidsuche.ch/docs/NE_Omni/NE_TC_009_CPEN-2017-50_2017-12-13.html,YES,NO,YES,NO,,,"Messages used as part of the underlying case, which is confirmed here",,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-2700-2021_2022-08-03.html,YES,YES,,,,whatsapp messages not directly used,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_011_P-7305-2021_2023-12-22.html,YES,YES,,,,"appeal rejected, WA not relevant here",,,,,
https://entscheidsuche.ch/docs/JU_Gerichte/JU_TC_004_CPR-2022-139_2023-01-16.pdf,YES,YES,,,,WA mentioned but not used as proof,,,,,
https://entscheidsuche.ch/docs/NE_Omni/NE_TC_009_CPEN-2019-33_2020-09-24.html,YES,NO,YES,NO,,,"Ses déclarations se recoupent avec celles de son père et de sa mère et avec certains éléments matériels du dossier, soit les messages « WhatsApp » envoyés par la plaignante à son père et à son amie G.________, lesquels ne peuvent être compris que comme des appels au secours, signe que le jeudi 11 mai 2017 à 7h09 et 7h10, la plaignante, dans sa chambre d’hôpital, a fait face à une situation difficile, alors même que le prévenu se tenait auprès d’elle. L’appel téléphonique de la plaignante à sa mère, le même jour, à peu près à la même heure renforce encore cette interprétation.",,,"Her statements overlap with those of her father and mother and with certain material elements of the file, namely the “WhatsApp” messages sent by the complainant to her father and her friend G.________, which can only be understood as calls for help, a sign that on Thursday May 11, 2017 at 7:09 a.m. and 7:10 a.m., the complainant, in her hospital room, faced a difficult situation, even though the defendant was standing next to her. The complainant's telephone call to her mother on the same day, at approximately the same time, further reinforces this interpretation.",
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-5652-2018_2021-12-16.html,YES,NO,YES,NO,,,"Ainsi, les conversations whatsapp entre le frère et ses demi-sœurs montrent une relation fraternelle harmonieuse au sein de laquelle des nouvelles sont prises environ une fois par mois et des messages de soutien sont envoyés dans les moments difficiles.",,,"Thus, the WhatsApp conversations between the brother and his half-sisters show a harmonious sibling relationship in which news is checked approximately once a month and messages of support are sent in difficult times.",
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-6639-2020_2022-04-29.html,YES,YES,,,,"Facebook messages asking to forward on WA. ""Mon coup de gueule et vous pouvez le partager j'assumerai chacun de mes mots!!! Geneve stand up j'ai envoyé un WhatsApp au concerné pas besoin de me balancer, j'assumerai A______, femme du monde. Faites passer s'il vous plait j'accuse et j'assume"" (15 avril 2020)",,,"Facebook messages asking to forward on WA. ""My rant and you can share it I will take responsibility for each of my words!!! Geneva stand up I sent a WhatsApp to the person concerned no need to worry, I will take responsibility for A______, woman of the world. Pass it on please I accuse and I assume” (April 15, 2020)",,
